,City1,City2,Month,Passenger Count,Flight Count,Average Capacity (%),Flight Distance (km),Actual Passenger Distance (km),Potential Passenger Distance (km),Seats,Plane Size (seats)
2642,CAIRNS,SYDNEY,1989-01-01,5424,63,79.0,1971,10690704,13532537,6866,108.98412698412699
2643,CANBERRA,MELBOURNE,1989-01-01,24117,350,64.1,470,11334990,17683292,37624,107.49714285714286
2644,CANBERRA,SYDNEY,1989-01-01,38400,715,62.6,236,9062400,14476677,61342,85.793006993007
2645,COFFS HARBOUR,SYDNEY,1989-01-01,8376,199,73.7,443,3710568,5034692,11365,57.11055276381909
2646,DEVONPORT,MELBOURNE,1989-01-01,17775,481,75.8,412,7323300,9661346,23450,48.75259875259875
2647,DUBBO,SYDNEY,1989-01-01,5475,433,46.3,310,1697250,3665767,11825,27.3094688221709
2648,GOLD COAST,SYDNEY,1989-01-01,73423,857,81.3,680,49927640,61411611,90311,105.3803967327888
2649,HOBART,MELBOURNE,1989-01-01,41485,455,79.5,618,25637730,32248717,52182,114.68571428571428
2650,KALGOORLIE,PERTH,1989-01-01,7590,250,66.1,538,4083420,6177640,11483,45.932
2651,KARRATHA,PERTH,1989-01-01,10247,180,81.2,1250,12808750,15774323,12619,70.10555555555555
2652,LAUNCESTON,MELBOURNE,1989-01-01,39279,640,74.1,476,18696804,25231854,53008,82.825
2653,MELBOURNE,BURNIE,1989-01-01,7054,196,72.0,378,2666412,3703350,9797,49.984693877551024
2654,MELBOURNE,GOLD COAST,1989-01-01,32534,270,85.7,1330,43270220,50490338,37963,140.6037037037037
2655,MELBOURNE,MILDURA,1989-01-01,3315,290,45.2,457,1514955,3351670,7334,25.28965517241379
2656,MELBOURNE,PERTH,1989-01-01,43317,295,87.4,2706,117215802,134114190,49562,168.00677966101694
2657,MELBOURNE,SYDNEY,1989-01-01,172445,1568,78.1,706,121746170,155884981,220800,140.81632653061226
2658,PERTH,SYDNEY,1989-01-01,31492,234,82.7,3284,103419728,125054085,38080,162.73504273504273
2659,SUNSHINE COAST,MELBOURNE,1989-01-01,2753,63,73.0,1454,4002862,5483373,3771,59.857142857142854
2660,SUNSHINE COAST,SYDNEY,1989-01-01,6796,162,67.0,837,5688252,8489928,10143,62.611111111111114
2661,SYDNEY,TOWNSVILLE,1989-01-01,6161,63,87.0,1690,10412090,11967920,7082,112.41269841269842
2662,SYDNEY,WAGGA WAGGA,1989-01-01,3949,152,51.1,367,1449283,2836170,7728,50.8421052631579
2663,ADELAIDE,ALICE SPRINGS,1989-02-01,11338,113,86.6,1316,14920808,17229570,13092,115.85840707964601
2664,ADELAIDE,BRISBANE,1989-02-01,4921,62,72.7,1622,7981862,10979177,6769,109.1774193548387
2665,ADELAIDE,CANBERRA,1989-02-01,2726,33,71.9,972,2649672,3685218,3791,114.87878787878788
2666,ADELAIDE,DARWIN,1989-02-01,335,4,76.8,2619,877365,1142402,436,109.0
2667,ADELAIDE,MELBOURNE,1989-02-01,60440,628,81.2,643,38862920,47860739,74433,118.52388535031847
2668,ADELAIDE,PERTH,1989-02-01,17662,174,79.1,2120,37443440,47336839,22329,128.32758620689654
2669,ADELAIDE,SYDNEY,1989-02-01,36993,371,78.3,1167,43170831,55135161,47245,127.34501347708895
2670,ALBURY,SYDNEY,1989-02-01,7306,203,65.0,452,3302312,5080480,11240,55.36945812807882
2671,ALICE SPRINGS,DARWIN,1989-02-01,10027,124,70.4,1305,13085235,18586982,14243,114.86290322580645
2672,ALICE SPRINGS,SYDNEY,1989-02-01,6634,106,59.8,2022,13413948,22431351,11094,104.66037735849056
2673,BRISBANE,CAIRNS,1989-02-01,9393,136,74.5,1391,13065663,17537803,12608,92.70588235294117
2674,BRISBANE,CANBERRA,1989-02-01,234,2,81.3,956,223704,275159,288,144.0
2675,BRISBANE,DARWIN,1989-02-01,1227,16,70.4,2852,3499404,4970744,1743,108.9375
2676,BRISBANE,MACKAY,1989-02-01,1994,57,49.3,797,1589218,3223566,4045,70.96491228070175
2677,BRISBANE,MELBOURNE,1989-02-01,33854,408,72.6,1381,46752374,64397209,46631,114.29166666666667
2678,BRISBANE,PROSERPINE,1989-02-01,2220,48,57.8,895,1986900,3437543,3841,80.02083333333333
2679,BRISBANE,ROCKHAMPTON,1989-02-01,16773,253,71.9,518,8688414,12084025,23328,92.20553359683794
2680,BRISBANE,SYDNEY,1989-02-01,108786,1109,67.7,753,81915858,120998313,160688,144.89449954914338
2681,BRISBANE,TOWNSVILLE,1989-02-01,29984,363,78.8,1112,33342208,42312447,38051,104.8236914600551
2682,BROOME,PERTH,1989-02-01,1017,24,59.8,1677,1705509,2852022,1701,70.875
2683,CAIRNS,MELBOURNE,1989-02-01,136,2,62.4,2311,314296,503679,218,109.0
2684,CAIRNS,SYDNEY,1989-02-01,3883,53,67.2,1971,7653393,11388978,5778,109.01886792452831
2685,CANBERRA,MELBOURNE,1989-02-01,33292,487,65.0,470,15647240,24072677,51218,105.17043121149898
2686,CANBERRA,SYDNEY,1989-02-01,47054,804,66.4,236,11104744,16724012,70864,88.13930348258707
2687,COFFS HARBOUR,SYDNEY,1989-02-01,7035,172,69.9,443,3116505,4458519,10064,58.51162790697674
2688,DEVONPORT,MELBOURNE,1989-02-01,10074,270,76.5,412,4150488,5425475,13169,48.77407407407407
2689,DUBBO,SYDNEY,1989-02-01,4744,248,45.9,310,1470640,3204009,10336,41.67741935483871
2690,GOLD COAST,SYDNEY,1989-02-01,54696,655,79.5,680,37193280,46784000,68800,105.0381679389313
2691,HOBART,MELBOURNE,1989-02-01,32144,363,78.4,618,19864992,25338000,41000,112.94765840220386
2692,KALGOORLIE,PERTH,1989-02-01,7780,230,67.4,538,4185640,6210148,11543,50.18695652173913
2693,KARRATHA,PERTH,1989-02-01,8292,154,77.0,1250,10365000,13461039,10769,69.92857142857143
2694,LAUNCESTON,MELBOURNE,1989-02-01,30433,594,72.4,476,14486108,20008436,42035,70.76599326599326
2695,MELBOURNE,BURNIE,1989-02-01,4892,140,69.9,378,1849176,2645459,6999,49.99285714285714
2696,MELBOURNE,GOLD COAST,1989-02-01,15275,152,78.0,1330,20315750,26045833,19583,128.83552631578948
2697,MELBOURNE,MILDURA,1989-02-01,3878,300,50.6,457,1772246,3502462,7664,25.546666666666667
2698,MELBOURNE,PERTH,1989-02-01,29233,285,83.6,2706,79104498,94622605,34968,122.69473684210526
2699,MELBOURNE,SYDNEY,1989-02-01,198633,1788,76.1,706,140234898,184277133,261016,145.9821029082774
2700,PERTH,SYDNEY,1989-02-01,20973,192,78.8,3284,68875332,87405244,26615,138.61979166666666
2701,SUNSHINE COAST,MELBOURNE,1989-02-01,1274,38,55.9,1454,1852396,3313767,2279,59.973684210526315
2702,SUNSHINE COAST,SYDNEY,1989-02-01,3639,90,63.6,837,3045843,4789061,5722,63.577777777777776
2703,SYDNEY,TOWNSVILLE,1989-02-01,3729,44,75.5,1690,6302010,8347033,4939,112.25
2704,SYDNEY,WAGGA WAGGA,1989-02-01,4527,142,63.8,367,1661409,2604089,7096,49.971830985915496
2705,ADELAIDE,ALICE SPRINGS,1989-03-01,14280,131,88.8,1316,18792480,21162703,16081,122.7557251908397
2706,ADELAIDE,BRISBANE,1989-03-01,5315,68,72.5,1622,8620930,11890938,7331,107.80882352941177
2707,ADELAIDE,CANBERRA,1989-03-01,3064,36,73.7,972,2978208,4040988,4157,115.47222222222223
2708,ADELAIDE,DARWIN,1989-03-01,537,6,77.9,2619,1406403,1805395,689,114.83333333333333
2709,ADELAIDE,MELBOURNE,1989-03-01,71588,732,81.6,643,46031084,56410642,87730,119.84972677595628
2710,ADELAIDE,PERTH,1989-03-01,23246,215,83.0,2120,49281520,59375325,28007,130.26511627906976
2711,ADELAIDE,SYDNEY,1989-03-01,43811,434,79.2,1167,51127437,64554845,55317,127.45852534562212
2712,ALBURY,SYDNEY,1989-03-01,9643,237,73.3,452,4358636,5946297,13156,55.51054852320675
2713,ALICE SPRINGS,DARWIN,1989-03-01,11578,139,68.1,1305,15109290,22186916,17001,122.30935251798562
2714,ALICE SPRINGS,SYDNEY,1989-03-01,8449,121,65.4,2022,17083878,26122138,12919,106.76859504132231
2715,BRISBANE,CAIRNS,1989-03-01,15698,196,80.2,1391,21835918,27226830,19574,99.86734693877551
2716,BRISBANE,CANBERRA,1989-03-01,14,1,15.2,956,13384,88053,92,92.0
2717,BRISBANE,DARWIN,1989-03-01,1806,25,66.3,2852,5150712,7768796,2724,108.96
2718,BRISBANE,MACKAY,1989-03-01,3180,74,61.3,797,2534460,4134519,5188,70.10810810810811
2719,BRISBANE,MELBOURNE,1989-03-01,44244,492,78.5,1381,61100964,77835623,56362,114.5569105691057
2720,BRISBANE,PROSERPINE,1989-03-01,3864,72,65.5,895,3458280,5279817,5899,81.93055555555556
2721,BRISBANE,ROCKHAMPTON,1989-03-01,20750,294,76.0,518,10748500,14142763,27303,92.86734693877551
2722,BRISBANE,SYDNEY,1989-03-01,134502,1342,70.4,753,101280006,143863645,191054,142.36512667660207
2723,BRISBANE,TOWNSVILLE,1989-03-01,36532,415,81.3,1112,40623584,49967508,44935,108.27710843373494
2724,BROOME,PERTH,1989-03-01,1528,32,68.3,1677,2562456,3751766,2237,69.90625
2725,CAIRNS,MELBOURNE,1989-03-01,235,3,71.9,2311,543085,755334,327,109.0
2726,CAIRNS,SYDNEY,1989-03-01,5341,62,78.6,1971,10527111,13393271,6795,109.59677419354838
2727,CANBERRA,MELBOURNE,1989-03-01,36117,548,61.0,470,16974990,27827852,59208,108.04379562043796
2728,CANBERRA,SYDNEY,1989-03-01,54941,960,64.6,236,12966076,20071325,85048,88.59166666666667
2729,COFFS HARBOUR,SYDNEY,1989-03-01,8976,213,75.4,443,3976368,5273698,11905,55.89201877934272
2730,DEVONPORT,MELBOURNE,1989-03-01,12470,315,81.8,412,5137640,6280733,15244,48.39365079365079
2731,DUBBO,SYDNEY,1989-03-01,6836,442,50.6,310,2119160,4188063,13510,30.56561085972851
2732,GOLD COAST,SYDNEY,1989-03-01,69865,852,78.6,680,47508200,60443003,88887,104.3274647887324
2733,HOBART,MELBOURNE,1989-03-01,37559,426,77.7,618,23211462,29873181,48338,113.46948356807512
2734,KALGOORLIE,PERTH,1989-03-01,9739,267,69.0,538,5239582,7593597,14114,52.86142322097378
2735,KARRATHA,PERTH,1989-03-01,9965,180,76.2,1250,12456250,16346785,13077,72.65
2736,LAUNCESTON,MELBOURNE,1989-03-01,39644,672,78.1,476,18870544,24162028,50761,75.53720238095238
2737,MELBOURNE,BURNIE,1989-03-01,6521,193,67.6,378,2464938,3646358,9646,49.979274611398964
2738,MELBOURNE,GOLD COAST,1989-03-01,20473,206,76.2,1330,27229090,35733714,26867,130.42233009708738
2739,MELBOURNE,MILDURA,1989-03-01,4394,317,54.3,457,2008058,3698081,8092,25.526813880126184
2740,MELBOURNE,PERTH,1989-03-01,34941,319,84.8,2706,94550346,111498050,41204,129.16614420062695
2741,MELBOURNE,SYDNEY,1989-03-01,220945,2014,77.1,706,155987170,202317990,286569,142.28848063555114
2742,PERTH,SYDNEY,1989-03-01,24546,207,83.2,3284,80609064,96885894,29502,142.52173913043478
2743,SUNSHINE COAST,MELBOURNE,1989-03-01,1665,45,61.7,1454,2420910,3923679,2699,59.977777777777774
2744,SUNSHINE COAST,SYDNEY,1989-03-01,5308,116,72.3,837,4442796,6144946,7342,63.293103448275865
2745,SYDNEY,TOWNSVILLE,1989-03-01,4703,57,74.0,1690,7948070,10740635,6355,111.49122807017544
2746,SYDNEY,WAGGA WAGGA,1989-03-01,5631,153,73.7,367,2066577,2804039,7640,49.93464052287582
2747,ADELAIDE,ALICE SPRINGS,1989-04-01,14356,133,80.6,1316,18892496,23439821,17811,133.91729323308272
2748,ADELAIDE,BRISBANE,1989-04-01,6282,75,76.7,1622,10189404,13284751,8190,109.2
2749,ADELAIDE,CANBERRA,1989-04-01,2821,33,76.8,972,2742012,3570328,3673,111.3030303030303
2750,ADELAIDE,DARWIN,1989-04-01,760,9,77.5,2619,1990440,2568310,981,109.0
2751,ADELAIDE,GOLD COAST,1989-04-01,1131,17,60.3,1607,1817517,3014124,1876,110.3529411764706
2752,ADELAIDE,MELBOURNE,1989-04-01,67724,696,77.9,643,43546532,55900555,86937,124.90948275862068
2753,ADELAIDE,PERTH,1989-04-01,21689,195,86.0,2120,45980680,53465907,25220,129.33333333333334
2754,ADELAIDE,SYDNEY,1989-04-01,40460,407,78.3,1167,47216820,60302452,51673,126.96068796068796
2755,ALBURY,SYDNEY,1989-04-01,7232,203,65.7,452,3268864,4975440,11008,54.22660098522167
2756,ALICE SPRINGS,DARWIN,1989-04-01,13757,137,74.0,1305,17952885,24260655,18591,135.7007299270073
2757,ALICE SPRINGS,SYDNEY,1989-04-01,8078,118,62.5,2022,16333716,26133946,12925,109.53389830508475
2758,BRISBANE,CAIRNS,1989-04-01,15822,217,73.3,1391,22008402,30025105,21585,99.47004608294931
2759,BRISBANE,DARWIN,1989-04-01,2602,30,74.0,2852,7420904,10028249,3516,117.2
2760,BRISBANE,MACKAY,1989-04-01,2458,63,55.6,797,1959026,3523428,4421,70.17460317460318
2761,BRISBANE,MELBOURNE,1989-04-01,42230,475,76.4,1381,58319630,76334594,55275,116.36842105263158
2762,BRISBANE,PROSERPINE,1989-04-01,3642,69,63.7,895,3259590,5117096,5717,82.85507246376811
2763,BRISBANE,ROCKHAMPTON,1989-04-01,18716,288,68.7,518,9694888,14111918,27243,94.59375
2764,BRISBANE,SYDNEY,1989-04-01,113159,1187,66.7,753,85208727,127749216,169654,142.9267059814659
2765,BRISBANE,TOWNSVILLE,1989-04-01,33119,399,76.0,1112,36828328,48458326,43578,109.21804511278195
2766,BROOME,PERTH,1989-04-01,2197,37,81.3,1677,3684369,4531819,2702,73.02702702702703
2767,CAIRNS,MELBOURNE,1989-04-01,857,12,60.8,2311,1980527,3257446,1410,117.5
2768,CAIRNS,SYDNEY,1989-04-01,5400,65,72.0,1971,10643400,14782500,7500,115.38461538461539
2769,CANBERRA,MELBOURNE,1989-04-01,33662,582,57.6,470,15821140,27467257,58441,100.41408934707904
2770,CANBERRA,SYDNEY,1989-04-01,45353,815,59.8,236,10703308,17898508,75841,93.05644171779142
2771,COFFS HARBOUR,SYDNEY,1989-04-01,7081,178,71.0,443,3136883,4418145,9973,56.02808988764045
2772,DEVONPORT,MELBOURNE,1989-04-01,8990,240,78.0,412,3703880,4748564,11526,48.025
2773,DUBBO,SYDNEY,1989-04-01,4551,238,41.5,310,1410810,3399542,10966,46.075630252100844
2774,GOLD COAST,SYDNEY,1989-04-01,55425,740,72.7,680,37689000,51841816,76238,103.02432432432433
2775,HOBART,MELBOURNE,1989-04-01,30915,357,80.1,618,19105470,23852022,38596,108.11204481792717
2776,KALGOORLIE,PERTH,1989-04-01,8447,197,69.9,538,4544486,6501411,12084,61.34010152284264
2777,KARRATHA,PERTH,1989-04-01,10192,184,76.0,1250,12740000,16763158,13411,72.88586956521739
2778,LAUNCESTON,MELBOURNE,1989-04-01,34985,602,80.8,476,16652860,20609975,43298,71.92358803986711
2779,MELBOURNE,BURNIE,1989-04-01,5543,173,64.1,378,2095254,3268727,8647,49.982658959537574
2780,MELBOURNE,GOLD COAST,1989-04-01,18744,187,74.9,1330,24929520,33283738,25025,133.8235294117647
2781,MELBOURNE,MILDURA,1989-04-01,4263,311,53.4,457,1948191,3648298,7983,25.668810289389068
2782,MELBOURNE,NEWCASTLE,1989-04-01,17,1,34.0,836,14212,41800,50,50.0
2783,MELBOURNE,PERTH,1989-04-01,35372,310,87.1,2706,95716632,109892804,40611,131.0032258064516
2784,MELBOURNE,SYDNEY,1989-04-01,196178,1749,75.8,706,138501668,182719879,258810,147.97598627787306
2785,PERTH,SYDNEY,1989-04-01,24586,211,85.4,3284,80740424,94543822,28789,136.44075829383885
2786,SUNSHINE COAST,MELBOURNE,1989-04-01,1147,38,50.3,1454,1667738,3315583,2280,60.0
2787,SUNSHINE COAST,SYDNEY,1989-04-01,4146,105,62.0,837,3470202,5597100,6687,63.68571428571428
2788,SYDNEY,TOWNSVILLE,1989-04-01,4620,70,59.7,1690,7807800,13078392,7739,110.55714285714286
2789,SYDNEY,WAGGA WAGGA,1989-04-01,4274,136,62.7,367,1568558,2501687,6817,50.125
2790,ADELAIDE,ALICE SPRINGS,1989-05-01,12508,135,70.6,1316,16460528,23315195,17717,131.23703703703703
2791,ADELAIDE,BRISBANE,1989-05-01,5036,67,69.7,1622,8168392,11719357,7225,107.83582089552239
2792,ADELAIDE,CANBERRA,1989-05-01,3326,41,72.6,972,3232872,4452992,4581,111.73170731707317
2793,ADELAIDE,DARWIN,1989-05-01,571,7,74.8,2619,1495449,1999263,763,109.0
2794,ADELAIDE,GOLD COAST,1989-05-01,586,11,48.9,1607,941702,1925771,1198,108.9090909090909
2795,ADELAIDE,MELBOURNE,1989-05-01,64785,733,72.6,643,41656755,57378450,89236,121.74079126875853
2796,ADELAIDE,PERTH,1989-05-01,20985,216,78.3,2120,44488200,56817625,26801,124.07870370370371
2797,ADELAIDE,SYDNEY,1989-05-01,39297,427,73.3,1167,45859599,62564255,53611,125.55269320843091
2798,ALBURY,SYDNEY,1989-05-01,7060,206,63.1,452,3191120,5057242,11189,54.31553398058252
2799,ALICE SPRINGS,DARWIN,1989-05-01,14343,143,76.0,1305,18717615,24628441,18872,131.97202797202797
2800,ALICE SPRINGS,SYDNEY,1989-05-01,7349,121,56.6,2022,14859678,26253848,12984,107.30578512396694
2801,BRISBANE,CAIRNS,1989-05-01,15838,220,70.6,1391,22030658,31204898,22433,101.96818181818182
2802,BRISBANE,CANBERRA,1989-05-01,442,7,53.1,956,422552,795766,832,118.85714285714286
2803,BRISBANE,DARWIN,1989-05-01,2121,24,81.1,2852,6049092,7458806,2615,108.95833333333333
2804,BRISBANE,MACKAY,1989-05-01,2528,63,55.9,797,2014816,3604322,4522,71.77777777777777
2805,BRISBANE,MELBOURNE,1989-05-01,40311,473,74.2,1381,55669491,75026268,54327,114.85623678646934
2806,BRISBANE,PERTH,1989-05-01,58,1,53.2,3615,209670,394117,109,109.0
2807,BRISBANE,PROSERPINE,1989-05-01,2177,61,44.3,895,1948415,4398228,4914,80.55737704918033
2808,BRISBANE,ROCKHAMPTON,1989-05-01,18996,290,70.8,518,9839928,13898203,26831,92.52068965517242
2809,BRISBANE,SYDNEY,1989-05-01,116054,1236,66.2,753,87388662,132007042,175308,141.83495145631068
2810,BRISBANE,TOWNSVILLE,1989-05-01,32116,414,74.2,1112,35712992,48130717,43283,104.54830917874396
2811,BROOME,PERTH,1989-05-01,2515,45,75.8,1677,4217655,5564189,3318,73.73333333333333
2812,CAIRNS,MELBOURNE,1989-05-01,664,9,67.7,2311,1534504,2266623,981,109.0
2813,CAIRNS,SYDNEY,1989-05-01,4361,58,65.8,1971,8595531,13063117,6628,114.27586206896552
2814,CANBERRA,MELBOURNE,1989-05-01,37145,698,52.5,470,17458150,33253619,70752,101.36389684813754
2815,CANBERRA,SYDNEY,1989-05-01,52955,928,59.9,236,12497380,20863740,88406,95.26508620689656
2816,COFFS HARBOUR,SYDNEY,1989-05-01,7491,198,66.9,443,3318513,4960408,11197,56.55050505050505
2817,DEVONPORT,MELBOURNE,1989-05-01,7745,236,68.4,412,3190940,4665117,11323,47.978813559322035
2818,DUBBO,SYDNEY,1989-05-01,5699,281,47.7,310,1766690,3703753,11948,42.519572953736656
2819,GOLD COAST,SYDNEY,1989-05-01,49744,688,71.0,680,33825920,47642141,70062,101.83430232558139
2820,HOBART,MELBOURNE,1989-05-01,26794,342,70.2,618,16558692,23587880,38168,111.60233918128655
2821,KALGOORLIE,PERTH,1989-05-01,9651,228,66.7,538,5192238,7784465,14469,63.46052631578947
2822,KARRATHA,PERTH,1989-05-01,10771,197,74.5,1250,13463750,18072148,14458,73.39086294416244
2823,LAUNCESTON,MELBOURNE,1989-05-01,27995,619,68.8,476,13325620,19368634,40690,65.73505654281098
2824,MELBOURNE,BURNIE,1989-05-01,5175,178,58.1,378,1956150,3366867,8907,50.03932584269663
2825,MELBOURNE,GOLD COAST,1989-05-01,14594,161,73.7,1330,19410020,26336526,19802,122.99378881987577
2826,MELBOURNE,MILDURA,1989-05-01,4233,347,49.0,457,1934481,3947920,8639,24.896253602305475
2827,MELBOURNE,PERTH,1989-05-01,30452,326,78.1,2706,82403112,105509746,38991,119.6042944785276
2828,MELBOURNE,SYDNEY,1989-05-01,204922,1938,73.7,706,144674932,196302486,278049,143.47213622291022
2829,PERTH,SYDNEY,1989-05-01,20045,198,75.6,3284,65827780,87073783,26515,133.91414141414143
2830,SUNSHINE COAST,MELBOURNE,1989-05-01,976,37,44.0,1454,1419104,3225236,2218,59.945945945945944
2831,SUNSHINE COAST,SYDNEY,1989-05-01,2995,96,49.6,837,2506815,5054063,6038,62.895833333333336
2832,SYDNEY,TOWNSVILLE,1989-05-01,3887,59,59.3,1690,6569030,11077622,6555,111.10169491525424
2833,SYDNEY,WAGGA WAGGA,1989-05-01,5420,159,68.1,367,1989140,2920910,7959,50.056603773584904
2834,ADELAIDE,ALICE SPRINGS,1989-06-01,15144,134,82.7,1316,19929504,24098554,18312,136.65671641791045
2835,ADELAIDE,BRISBANE,1989-06-01,5818,73,72.3,1622,9436796,13052277,8047,110.23287671232876
2836,ADELAIDE,CANBERRA,1989-06-01,3140,40,69.7,972,3052080,4378881,4505,112.625
2837,ADELAIDE,DARWIN,1989-06-01,983,11,73.4,2619,2574477,3507462,1339,121.72727272727273
2838,ADELAIDE,GOLD COAST,1989-06-01,689,12,52.7,1607,1107223,2100992,1307,108.91666666666667
2839,ADELAIDE,MELBOURNE,1989-06-01,65340,717,75.2,643,42013620,55869176,86888,121.18270571827057
2840,ADELAIDE,PERTH,1989-06-01,17670,207,69.0,2120,37460400,54290435,25609,123.71497584541063
2841,ADELAIDE,SYDNEY,1989-06-01,38556,421,74.3,1167,44994852,60558347,51892,123.25890736342043
2842,ALBURY,SYDNEY,1989-06-01,7361,202,66.1,452,3327172,5033543,11136,55.12871287128713
2843,ALICE SPRINGS,DARWIN,1989-06-01,17681,139,91.4,1305,23073705,25244754,19345,139.1726618705036
2844,ALICE SPRINGS,SYDNEY,1989-06-01,9237,122,69.8,2022,18677214,26758186,13234,108.47540983606558
2845,BRISBANE,CAIRNS,1989-06-01,20891,260,75.8,1391,29059381,38336914,27561,106.00384615384615
2846,BRISBANE,CANBERRA,1989-06-01,186,3,69.4,956,177816,256219,268,89.33333333333333
2847,BRISBANE,DARWIN,1989-06-01,3755,36,89.1,2852,10709260,12019371,4214,117.05555555555556
2848,BRISBANE,MACKAY,1989-06-01,2291,52,62.4,797,1825927,2926165,3671,70.59615384615384
2849,BRISBANE,MELBOURNE,1989-06-01,43355,467,77.4,1381,59873255,77355627,56014,119.94432548179871
2850,BRISBANE,PROSERPINE,1989-06-01,3486,67,61.9,895,3119970,5040339,5632,84.05970149253731
2851,BRISBANE,ROCKHAMPTON,1989-06-01,22282,307,77.3,518,11542076,14931534,28825,93.89250814332247
2852,BRISBANE,SYDNEY,1989-06-01,125090,1270,67.7,753,94192770,139132600,184771,145.48897637795275
2853,BRISBANE,TOWNSVILLE,1989-06-01,36130,389,80.2,1112,40176560,50095461,45050,115.80976863753213
2854,BROOME,PERTH,1989-06-01,3044,52,78.4,1677,5104788,6511209,3883,74.67307692307692
2855,CAIRNS,MELBOURNE,1989-06-01,1609,19,71.0,2311,3718399,5237182,2266,119.26315789473684
2856,CAIRNS,SYDNEY,1989-06-01,6482,72,77.2,1971,12776022,16549251,8396,116.61111111111111
2857,CANBERRA,MELBOURNE,1989-06-01,33002,645,52.6,470,15510940,29488479,62741,97.27286821705427
2858,CANBERRA,SYDNEY,1989-06-01,51233,901,61.1,236,12090988,19788851,83851,93.06437291897892
2859,COFFS HARBOUR,SYDNEY,1989-06-01,8014,210,66.8,443,3550202,5314674,11997,57.128571428571426
2860,DARWIN,SYDNEY,1989-06-01,363,4,83.3,3155,1145265,1374868,436,109.0
2861,DEVONPORT,MELBOURNE,1989-06-01,8905,272,68.2,412,3668860,5379560,13057,48.00367647058823
2862,DUBBO,SYDNEY,1989-06-01,6075,242,56.6,310,1883250,3327297,10733,44.35123966942149
2863,GOLD COAST,SYDNEY,1989-06-01,51561,748,69.6,680,35061480,50375690,74082,99.04010695187166
2864,HOBART,MELBOURNE,1989-06-01,27443,338,71.8,618,16959774,23620855,38221,113.07988165680473
2865,KALGOORLIE,PERTH,1989-06-01,8977,187,70.2,538,4829626,6879809,12788,68.38502673796792
2866,KARRATHA,PERTH,1989-06-01,9469,175,73.1,1250,11836250,16191860,12953,74.01714285714286
2867,LAUNCESTON,MELBOURNE,1989-06-01,28986,599,71.3,476,13797336,19351102,40654,67.86978297161937
2868,MELBOURNE,BURNIE,1989-06-01,5143,175,58.8,378,1944054,3306214,8747,49.98285714285714
2869,MELBOURNE,GOLD COAST,1989-06-01,18877,193,73.0,1330,25106410,34392342,25859,133.98445595854923
2870,MELBOURNE,MILDURA,1989-06-01,4276,315,53.1,457,1954132,3680098,8053,25.565079365079367
2871,MELBOURNE,PERTH,1989-06-01,28585,313,75.3,2706,77351010,102723785,37961,121.28115015974441
2872,MELBOURNE,SYDNEY,1989-06-01,196929,1920,70.7,706,139031874,196650458,278542,145.07395833333334
2873,PERTH,SYDNEY,1989-06-01,19285,197,70.8,3284,63331940,89451893,27239,138.26903553299493
2874,SUNSHINE COAST,MELBOURNE,1989-06-01,1400,44,53.0,1454,2035600,3840755,2642,60.04545454545455
2875,SUNSHINE COAST,SYDNEY,1989-06-01,4031,110,58.5,837,3373947,5767431,6891,62.64545454545455
2876,SYDNEY,TOWNSVILLE,1989-06-01,6024,75,72.5,1690,10180560,14042152,8309,110.78666666666666
